,Depot,Motorhuset AS,"Lobyvegen 2, 6789 Loen","Loenvegen 2, 6789 Loen","Kongshaug, 6350 Eidsbygda","Tafjord, 6214 Norddal",Alnes Fyr og opplevelsessenter,Anno,"Brattvåg, 6270 Brattvåg",Brattvåg Fjordhotell,AMFI MOA - BRO - NORD - SYD,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Langelandsvegen 47, 6010 Ålesund",KIPERVIKGATA 5,PARKGATA 11B,"Ålesund, 6008 Ålesund","Eidsgata 12, 6770 Nordfjordeid","Kongensgate 1, 6002 Ålesund","Dregesvegen 2, 6200 Stranda","Kirkegata 4, 6002 Ålesund",Egon Ålesund,"Skulevegen 1, 6770 Nordfjordeid",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Ålesund, 6002 Ålesund",Felleskjøpet Nordfjordeid,Felleskjøpet Volda,"Langevåg, 6030 Langevåg",SKARBØVIKGATA 26,"Ørskog, 6240 Ørskog","Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Løvenvoldgata 6, 6002 Ålesund",APOTEKERGATA 5,"Gate 1, 6718 Deknepollen","Kyaborga 4, 6150 Ørsta","Sjukehusveien 14, 6770 Nordfjordeid",Hornindal skisenter,"Apotekergata 5, 6004 Ålesund",APOTEKERGATA 1-3,KONGENS GATE 28A,Isehaug kafeteria,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Hjelledalen,Joker Larsnes,Joker Loen,Joker Stadlandet,Joker Stordal,Joker Vatne,Vigra post i butikk,Joker Åheim,KONGENS GATE 11,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta","Bryggja, 6720 Bryggja",Meny Fosnavåg,LERSTADVEGEN 291,"HIG, 6010 Ålesund",SKATEFLUKAIA 1B,"Selje, 6740 Selje",KEISER WILHELMS GATE 2,"Valldal, 6210 Valldal","Måløy, 6700 Måløy","Tonningsgata, 6783 Stryn","Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",SKANSEKAIA 4A,"Søvika, 6065 Ulsteinvik",Nordfjord hotell,Quality Hotel Ulstein,Quality Hotel Waterfront,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Storgata 16, 6002 Ålesund","Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,BLINDHEIM INDUSTRIVEG 2D,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Ørskog,Storfjord Gastropub,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sunnmøre Folkehøgskule,KONGENS GATE 32A,"Gate 1 17, 6718 Deknepollen",Tik Café & Restaurant,"Brugata 4, 6390 Vestnes","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",KEISER WILHELMS GATE 39,Zuuma,"Borgundvegen 340, 6009 Ålesund"
AMFI MOA - BRO - NORD - SYD,522.4,3152.6,8842.2,8878.4,2246.5,4798.5,2045.6,838.2,2174.5,2172.4,0.0,2185.0,9773.6,8279.0,2544.3,1904.0,1308.5,11228.2,9206.8,1797.6,841.4,141.4,10519.8,2342.1,8077.9,844.9,3266.8,1409.7,4607.2,1383.9,1059.0,4714.6,4103.6,912.6,1377.1,791.6,811.4,641.1,8177.2,850.3,4023.3,843.3,805.1,8246.9,315.7,2534.2,568.5,66.4,1837.0,1600.3,4056.7,831.9,865.1,8262.0,4530.2,1283.8,1056.7,1773.7,8249.1,8200.1,869.6,848.5,11104.4,4081.4,8220.1,7181.9,869.3,849.9,864.0,8116.5,1661.0,4513.0,5328.2,9370.3,4848.3,8746.7,11071.3,3038.4,1574.7,1897.3,8895.5,827.9,4025.2,4848.8,746.5,1298.4,4874.1,1872.2,1068.9,667.7,102.7,10876.2,644.1,552.5,432.2,712.5,1068.8,3971.5,8075.9,3266.1,1123.3,831.4,3809.4,1224.5,887.4,153.6,3262.1,8172.1,493.3,50.7,4032.1,11022.0,5082.4,340.1,130.4,843.3,9938.6,867.2,4635.1,11109.6,8100.6,11632.1,962.4,875.1,3288.3,8184.7,3336.8,859.8,821.8,4244.7,834.0,3973.9,443.9,1675.7,7896.4,4920.2,6749.5,4311.1,1285.7,11510.5,104.0,3407.6,3827.9,2478.5,3548.8,3201.3,4639.4,2796.1,4813.4,225.7,402.5,1611.6,3356.5,1782.3,3970.6,4009.6,8095.4,1794.0,3114.1,865.3,11105.5,4013.8,3331.2,3371.4,805.6,804.0,830.8,933.1
Bunnpris Brattvåg,2628.1,5258.3,10788.2,10824.4,1744.9,6415.6,3640.8,2867.6,19.4,12.6,2167.6,0.0,11879.3,10384.7,4650.0,3521.1,3414.2,13333.9,11152.8,2278.6,2870.8,2236.8,12625.5,3959.2,10023.9,2874.3,5372.5,3004.9,5088.2,882.3,3164.7,6820.3,6209.3,1403.6,2247.8,2821.0,2840.8,2703.0,10282.9,2879.7,5640.4,2872.7,2834.5,10352.6,2421.4,4639.9,2630.4,2199.3,3454.1,3195.5,6162.4,2861.3,2894.5,10367.7,6635.9,3389.5,3086.1,2254.7,10354.8,10305.8,2899.0,2877.9,13210.1,6187.1,10325.8,8799.0,2898.7,2879.3,2893.4,10062.5,3256.2,6618.7,6945.3,9851.3,6954.0,10692.7,13177.0,3519.4,1073.1,3492.5,11001.2,2857.3,6130.9,6954.5,2775.9,1541.7,6979.8,3489.3,3098.3,2729.6,2198.1,12981.9,2706.0,2667.1,2537.9,2774.4,3174.5,5588.6,10021.9,5371.8,3152.7,2860.8,5915.1,3330.2,2916.8,2105.2,3506.8,10277.8,2660.9,2148.1,6137.8,13127.7,7188.1,2454.7,2263.3,2872.7,12044.3,2896.6,5116.1,13215.3,10046.6,13578.1,2991.8,2904.5,5394.0,10290.4,5442.5,2889.2,2851.2,2354.3,2863.4,5591.0,2549.6,1814.4,10002.1,7025.9,8695.5,6416.8,3391.4,13616.2,2199.4,5513.3,5445.0,1176.7,4029.8,5307.0,5120.4,4901.8,6919.1,2393.3,2508.2,3206.8,5462.2,2263.3,5587.7,5626.7,10041.4,3389.2,5219.8,2894.7,13211.2,6119.5,3430.3,3538.3,2835.0,2833.4,2860.2,2962.5
Bunnpris Bryggja,9405.0,6740.3,5423.5,5459.7,11689.1,8356.2,11500.4,10293.0,11617.1,11615.0,9518.1,11627.6,0.0,1985.3,7291.3,9326.8,9924.8,1502.0,5788.1,11240.2,10296.2,9527.1,2470.9,8811.7,4659.2,10299.7,6686.5,10864.5,10565.2,10826.5,9675.3,4889.4,5593.8,10355.2,10831.9,10246.4,10266.2,10095.9,1986.6,10305.1,7581.0,10298.1,10259.9,2074.9,9407.7,7288.1,10023.3,9515.5,9334.8,11055.1,5506.8,10286.7,10319.9,2090.0,5229.2,9900.1,10511.5,11216.3,2017.7,2028.1,10324.4,10303.3,1378.2,5537.7,2043.7,4895.5,10324.1,10304.7,10318.8,4697.8,11115.8,5298.7,5809.5,6395.1,4943.5,5328.0,3022.4,10700.5,11017.3,11352.1,899.9,10282.7,5514.0,5050.0,10201.3,10741.0,5048.9,9345.0,10523.7,10122.5,9504.4,1150.0,10098.9,10055.6,9524.2,10167.3,9685.1,7529.2,4657.2,6685.8,10578.1,10286.2,6058.0,9840.8,10342.2,9608.4,12704.7,2012.9,9996.4,9527.3,5522.4,2955.2,7331.0,9843.2,9530.8,10298.1,1889.7,10322.0,10593.1,1383.4,4681.9,6862.9,10417.2,10329.9,6703.9,2047.2,6678.8,10314.6,10276.6,13687.3,10288.8,7531.6,9067.6,11130.5,2113.3,7168.8,4109.7,5300.4,9902.0,1784.3,9478.9,6553.6,7486.2,11921.1,12991.4,6761.9,10597.4,6746.9,5032.2,9727.3,9411.3,11066.4,6734.8,11224.9,7528.3,7617.6,4676.7,11248.8,6793.5,10320.1,1379.3,5525.1,12773.8,12814.0,10260.4,10258.8,10285.6,10387.9
Bunnpris Eid,7555.6,5038.3,3546.1,3582.3,9839.7,6478.8,9651.0,8443.6,9767.7,9765.6,7668.7,9778.2,1993.7,0.0,5589.3,7449.4,8075.4,3495.7,3910.7,9390.8,8446.8,7677.7,4464.6,6934.3,2781.8,8450.3,4984.5,9015.1,8687.8,8977.1,7825.9,3040.0,3744.4,8505.8,8982.5,8397.0,8416.8,8246.5,114.5,8455.7,5703.6,8448.7,8410.5,133.3,7558.3,5586.1,8173.9,7666.1,7457.4,9205.7,3657.4,8437.3,8470.5,148.4,3379.8,8050.7,8662.1,9366.9,54.9,79.0,8475.0,8453.9,3371.9,3688.3,80.9,3018.1,8474.7,8455.3,8469.4,2820.4,9266.4,5444.4,3932.1,4517.7,5779.7,3450.6,5016.1,8823.1,9167.9,9502.7,2893.6,8433.3,3664.6,3200.6,8351.9,8891.6,3199.5,7467.6,8674.3,8273.1,7655.0,3143.7,8249.5,8206.2,7674.8,8317.9,7835.7,5651.8,2779.8,4983.8,8728.7,8436.8,4740.8,7991.4,8492.8,7759.0,10855.3,163.5,8147.0,7677.9,3673.0,2913.4,6013.8,7993.8,7681.4,8448.7,3883.4,8472.6,8715.7,3377.1,2804.5,4974.5,8567.8,8480.5,5001.9,158.8,4976.8,8465.2,8427.2,11837.9,8439.4,5654.2,7218.2,9281.1,4107.0,5851.6,2232.3,3451.0,8052.6,3778.0,7629.5,4851.6,5608.8,10071.7,11142.0,5059.9,8720.0,4897.5,3182.8,7877.9,7561.9,9217.0,5032.8,9375.5,5650.9,5740.2,2799.3,9399.4,5091.5,8470.7,3373.0,3675.7,10924.4,10964.6,8411.0,8409.4,8436.2,8538.5
Bunnpris Hareid,2424.9,689.1,6832.4,6868.6,4709.0,6910.4,4520.3,3312.9,4637.0,4634.9,2538.0,4647.5,7310.1,6269.2,0.0,4015.9,2683.7,8764.7,7197.0,4260.1,3316.1,2547.0,8056.3,4454.0,6068.1,3319.6,803.3,3884.4,7069.7,3846.4,2434.2,2641.4,2761.3,3375.1,3851.8,3266.3,3286.1,3115.8,6167.4,3325.0,6135.2,3318.0,3279.8,6237.1,2427.6,70.7,3043.2,2535.4,3948.9,4075.0,2674.3,3306.6,3339.8,6252.2,2457.0,2659.0,3531.4,4236.2,6239.3,6190.3,3344.3,3323.2,8640.9,2705.2,6210.3,5209.6,3344.0,3324.6,3338.7,6106.7,4135.7,2049.5,6123.6,7804.0,2384.8,6736.9,8607.8,5500.9,4037.2,4372.0,6432.0,3302.6,2681.5,2775.6,3221.2,3760.9,2800.9,3984.1,3543.6,3142.4,2524.3,8412.7,3118.8,3075.5,2544.1,3187.2,2444.0,6083.4,6066.1,802.6,3598.0,3306.1,1345.9,2599.7,3362.1,2628.3,5724.6,6162.3,3016.3,2547.2,2689.9,9012.2,2618.9,2863.1,2550.7,3318.0,7475.1,3341.9,7097.6,8646.1,6090.8,9622.3,3437.1,3349.8,824.8,6174.9,873.3,3334.5,3296.5,6707.2,3308.7,6085.8,2087.5,4150.4,5432.9,2456.7,4739.7,2476.8,2660.9,9047.0,2498.8,944.1,5939.8,4941.0,6011.3,737.8,7101.9,3914.4,2740.2,2747.2,2431.2,4086.3,893.0,4244.8,6082.5,6121.5,6085.6,4268.7,650.6,3340.0,8642.0,2692.6,5793.7,5833.9,3280.3,3278.7,3305.5,3407.8
"Ikornes, 6222 Ikornnes",2027.8,4658.0,7359.1,7395.3,3584.4,2986.5,3892.7,2685.3,3512.4,3510.3,1910.4,3522.9,9324.7,7444.7,4049.7,0.0,2813.9,10826.7,7723.7,2737.6,2688.5,1919.4,11669.8,530.1,6594.8,2692.0,4772.2,3256.8,5195.5,2721.8,2564.4,4921.8,4310.8,2250.5,3224.2,2638.7,2658.5,2488.2,7342.9,2697.4,2211.3,2690.4,2652.2,7412.6,1706.3,4039.6,2415.6,1907.8,64.9,3447.4,4263.9,2679.0,2712.2,7427.7,4737.4,2789.2,2903.8,2713.7,7414.8,7365.8,2716.7,2695.6,10702.9,4288.6,7385.8,5369.9,2716.4,2697.0,2711.1,6633.4,3508.1,6018.4,3516.2,8330.7,6353.7,7263.6,12221.3,3978.4,2912.6,3744.4,10045.5,2675.0,4232.4,5056.0,2593.6,2378.8,5081.3,67.9,2916.0,2514.8,1896.7,10474.7,2491.2,2447.9,1552.2,2559.6,2574.2,2159.5,6592.8,4771.5,2970.4,2678.5,5314.8,2729.9,2734.5,2000.7,4202.1,7394.5,2388.7,1919.6,4239.3,10244.4,6587.8,2235.5,1923.1,2690.4,11088.6,2714.3,5223.4,10708.1,6617.5,10149.0,2809.5,2722.2,4793.7,7350.4,4842.2,2706.9,2668.9,5582.6,2681.1,2161.9,1949.3,3195.9,9046.4,6425.6,5266.4,4518.3,2791.1,11109.0,1871.2,4913.0,2015.9,3816.4,4488.8,4706.7,5227.7,3003.3,5020.6,2119.6,1775.2,3458.7,4861.9,2722.3,2158.6,2197.6,6612.3,3641.1,4619.5,2712.4,10704.0,4221.0,4271.2,4311.4,2652.7,2651.1,2677.9,2780.2
Bunnpris Langevåg,1204.4,3296.6,9246.1,9282.3,3488.5,5689.9,3299.8,2092.4,3416.5,3414.4,1317.5,3427.0,9917.6,8682.9,2688.3,2795.4,0.0,11372.2,9610.7,3039.6,2095.6,1326.5,10663.8,3233.5,8481.8,2099.1,3410.8,2663.9,5849.2,2625.9,271.7,5118.5,4507.5,2154.6,2631.3,2045.8,2065.6,1895.3,8581.1,2104.5,4914.7,2097.5,2059.3,8650.8,1207.1,2678.2,1822.7,1314.9,2728.4,2854.5,4460.6,2086.1,2119.3,8665.9,4934.1,82.2,2310.9,3015.7,8653.0,8604.0,2123.8,2102.7,11248.4,4485.3,8624.0,7623.3,2123.5,2104.1,2118.2,8520.4,2915.2,4657.0,6219.6,10217.7,4992.3,9150.6,11215.3,4280.4,2816.7,3151.5,9039.5,2082.1,4429.1,5252.7,2000.7,2540.4,5278.0,2763.6,2323.1,1921.9,1303.8,11020.2,1898.3,1855.0,1323.6,1966.7,281.5,4862.9,8479.8,3410.1,2377.5,2085.6,3953.4,102.9,2141.6,1407.8,4504.1,8576.0,1795.8,1326.7,4436.0,11425.9,5226.4,1642.6,1330.2,2097.5,10082.6,2121.4,5877.1,11253.6,8504.5,12036.0,2216.6,2129.3,3432.3,8588.6,3480.8,2114.0,2076.0,5486.7,2088.2,4865.3,867.0,2929.9,8040.4,5064.2,7153.4,4715.0,84.1,11654.5,1278.3,3551.6,4719.3,3720.5,4790.8,3345.3,5881.4,3200.0,5217.3,1526.7,1210.7,2865.8,3500.5,3024.3,4862.0,4901.0,8499.3,3048.2,3258.1,2119.5,11249.5,4417.7,4573.2,4613.4,2059.8,2058.2,2085.0,2187.3
Bunnpris Oldeide,10906.4,8206.1,6924.9,6961.1,13190.5,9857.6,13001.8,11794.4,13118.5,13116.4,11019.5,13129.0,1501.4,3486.7,8757.1,10828.2,11426.2,0.0,7289.5,12741.6,11797.6,11028.5,3936.7,10313.1,6160.6,11801.1,8152.3,12365.9,12066.6,12327.9,11176.7,6390.8,7095.2,11856.6,12333.3,11747.8,11767.6,11597.3,3488.0,11806.5,9082.4,11799.5,11761.3,3576.3,10909.1,8753.9,11524.7,11016.9,10836.2,12556.5,7008.2,11788.1,11821.3,3591.4,6730.6,11401.5,12012.9,12717.7,3519.1,3529.5,11825.8,11804.7,273.1,7039.1,3545.1,6396.9,11825.5,11806.1,11820.2,6199.2,12617.2,6764.5,7310.9,7896.5,6409.3,6829.4,4488.2,12201.9,12518.7,12853.5,2365.7,11784.1,7015.4,6551.4,11702.7,12242.4,6550.3,10846.4,12025.1,11623.9,11005.8,404.6,11600.3,11557.0,11025.6,11668.7,11186.5,9030.6,6158.6,8151.6,12079.5,11787.6,7523.8,11342.2,11843.6,11109.8,14206.1,3514.3,11497.8,11028.7,7023.8,4330.2,8796.8,11344.6,11032.2,11799.5,3165.6,11823.4,12094.5,267.9,6183.3,8364.3,11918.6,11831.3,8169.7,3548.6,8144.6,11816.0,11778.0,15188.7,11790.2,9033.0,10569.0,12631.9,3579.1,8634.6,5611.1,6801.8,11403.4,696.7,10980.3,8019.4,8987.6,13422.5,14492.8,8227.7,12098.8,8248.3,6533.6,11228.7,10912.7,12567.8,8200.6,12726.3,9029.7,9119.0,6178.1,12750.2,8259.3,11821.5,272.0,7026.5,14275.2,14315.4,11761.8,11760.2,11787.0,11889.3
Bunnpris Olden,9078.5,6637.8,644.3,637.4,11212.3,6744.8,11173.9,9966.5,11140.3,11138.2,9191.6,11150.8,5792.7,3912.7,7188.8,7715.4,9598.3,7294.7,0.0,10365.5,9969.7,9200.6,8263.6,7200.3,1192.7,9973.2,6584.0,10538.0,8203.1,10349.7,9348.8,4575.7,5294.3,9878.4,10505.4,9919.9,9939.7,9769.4,3810.9,9978.6,5969.6,9971.6,9933.4,3880.6,9081.2,7185.6,9696.8,9189.0,7723.4,10728.6,5185.3,9960.2,9993.4,3895.7,4979.3,9573.6,10185.0,10341.6,3882.8,3833.8,9997.9,9976.8,7170.9,5208.5,3853.8,3284.1,9997.6,9978.2,9992.3,1224.0,10789.3,7043.9,4198.1,2921.3,7379.2,490.9,8815.1,9089.1,10540.5,11025.6,6692.6,9956.2,5214.5,4501.0,9874.8,10006.7,4499.9,7733.6,10197.2,9796.0,9177.9,6942.7,9772.4,9729.1,9180.1,9840.8,9358.6,5917.8,1183.4,6583.3,10251.6,9959.7,6340.3,9514.3,10015.7,9281.9,11627.8,3862.5,9669.9,9200.8,5171.3,6712.4,7613.3,9516.7,9204.3,9971.6,7682.4,9995.5,8231.0,7176.1,1208.1,2476.8,10090.7,10003.4,6601.4,3818.4,6576.3,9988.1,9950.1,13210.5,9962.3,5920.2,8741.1,10804.0,7906.0,7451.1,2498.3,5050.5,9575.5,7577.0,9152.4,6451.1,5874.8,11444.3,11647.0,6659.4,8235.3,6420.4,4516.7,9400.8,9084.8,10739.9,6632.3,10350.2,5916.9,6006.2,1210.2,10922.3,6691.0,9993.6,7172.0,5189.1,11696.9,11737.1,9933.9,9932.3,9959.1,10061.4
Bunnpris Sjøholt,2258.0,4888.2,10013.4,10049.6,2349.4,5432.2,3737.4,2530.0,2277.4,2275.3,1797.5,2287.9,11509.2,10014.6,4279.9,2747.7,3044.1,12963.8,10378.0,0.0,2533.2,1866.7,12255.4,3185.8,9249.1,2536.7,5002.4,3101.5,2870.1,1486.8,2794.6,6450.2,5839.2,1045.9,2394.3,2483.4,2503.2,2332.9,9912.8,2542.1,4517.7,2535.1,2496.9,9982.5,2042.7,4269.8,2260.3,1829.2,2680.7,3292.1,5792.3,2523.7,2556.9,9997.6,6265.8,3019.4,2748.5,78.5,9984.7,9935.7,2561.4,2540.3,12840.0,5817.0,9955.7,8024.2,2561.1,2541.7,2555.8,9287.7,3352.8,6248.6,6170.5,7633.2,6583.9,9917.9,12806.9,1301.3,1677.6,3589.1,10631.1,2519.7,5760.8,6584.4,2438.3,748.8,6609.7,2715.9,2760.7,2359.5,1828.0,12611.8,2335.9,2297.0,1888.6,2404.3,2804.4,4503.8,9247.1,5001.7,2815.1,2523.2,5545.0,2960.1,2579.2,1735.1,1525.0,9907.7,2290.8,1778.0,5767.7,12757.6,6818.0,2084.6,1893.2,2535.1,11674.2,2559.0,2898.0,12845.2,9271.8,12803.3,2654.2,2566.9,5023.9,9920.3,5072.4,2551.6,2513.6,4347.6,2525.8,4468.3,2179.5,1960.9,9632.0,6655.8,7920.7,6046.7,3021.3,13246.1,1829.3,5143.2,4671.6,2581.4,1811.7,4936.9,2902.3,4531.7,6549.0,2023.2,2111.6,3303.4,5092.1,74.4,4465.0,4600.7,9266.6,3485.8,4849.7,2557.1,12841.1,5749.4,1594.1,1634.3,2497.4,2495.8,2522.6,2624.9
SKAREGATA 1,1304.5,3934.7,9624.3,9660.5,2951.0,5580.6,1495.2,68.8,2879.0,2876.9,817.8,2889.5,10555.7,9061.1,3326.4,2686.1,2090.6,12010.3,9988.9,2535.9,0.0,950.7,11301.9,3124.2,8860.0,75.5,4048.9,859.3,5345.5,2088.4,1841.1,5496.7,4885.7,1650.9,826.7,44.4,58.0,233.2,8959.3,80.9,4805.4,29.6,31.9,9029.0,1097.8,3316.3,394.2,863.6,2619.1,1049.9,4838.8,58.7,95.7,9044.1,5312.3,2065.9,287.3,2512.0,9031.2,8982.2,100.2,79.1,11886.5,4863.5,9002.2,7964.0,99.9,80.5,33.1,8898.6,1110.6,5295.1,6110.3,10108.6,5630.4,9528.8,11853.4,3776.7,2279.2,1346.9,9677.6,37.7,4807.3,5630.9,89.0,2036.7,5656.2,2654.3,299.5,277.0,912.0,11658.3,469.8,432.9,1214.3,285.7,1850.9,4753.6,8858.0,4048.2,353.9,46.5,4591.5,2006.6,118.0,858.6,4000.4,8954.2,604.3,824.5,4814.2,11804.1,5864.5,563.5,830.1,10.9,10720.7,110.3,5373.4,11891.7,8882.7,12414.2,193.0,44.2,4070.4,8966.8,4118.9,90.4,28.5,4949.2,31.5,4756.0,1226.0,1125.3,8678.5,5702.3,7531.6,5093.2,2067.8,12292.6,903.9,4189.7,4610.0,3183.0,4287.1,3983.4,5377.7,3578.2,5595.5,683.9,1184.6,1061.2,4138.6,2520.6,4752.7,4791.7,8877.5,1243.6,3896.2,34.4,11887.6,4795.9,4069.5,4109.7,70.6,53.3,40.6,163.7
Bunnpris Spjelkavik,537.8,3168.0,8857.6,8893.8,2298.4,4813.9,2152.8,945.4,2226.4,2224.3,147.4,2236.9,9789.0,8294.4,2559.7,1919.4,1323.9,11243.6,9222.2,1849.5,948.6,0.0,10535.2,2357.5,8093.3,952.1,3282.2,1516.9,4659.1,1435.8,1074.4,4730.0,4119.0,964.5,1484.3,898.8,918.6,748.3,8192.6,957.5,4038.7,950.5,912.3,8262.3,331.1,2549.6,675.7,167.9,1852.4,1707.5,4072.1,939.1,972.3,8277.4,4545.6,1299.2,1163.9,1825.6,8264.5,8215.5,976.8,955.7,11119.8,4096.8,8235.5,7197.3,976.5,957.1,971.2,8131.9,1768.2,4528.4,5343.6,9422.2,4863.7,8762.1,11086.7,3090.3,1626.6,2004.5,8910.9,935.1,4040.6,4864.2,853.7,1350.3,4889.5,1887.6,1176.1,774.9,66.7,10891.6,751.3,708.0,447.6,819.7,1084.2,3986.9,8091.3,3281.5,1230.5,938.6,3824.8,1239.9,994.6,200.4,3314.0,8187.5,648.8,156.6,4047.5,11037.4,5097.8,495.6,183.2,950.5,9954.0,974.4,4687.0,11125.0,8116.0,11647.5,1069.6,982.3,3303.7,8200.1,3352.2,967.0,929.0,4296.6,941.2,3989.3,459.3,1782.9,7911.8,4935.6,6764.9,4326.5,1301.1,11525.9,47.5,3423.0,3843.3,2530.4,3600.7,3216.7,4691.3,2811.5,4828.8,379.7,417.9,1718.8,3371.9,1834.2,3986.0,4025.0,8110.8,1901.2,3129.5,972.5,11120.9,4029.2,3383.1,3423.3,912.8,911.2,938.0,1040.3
Bunnpris Stad,10458.7,7509.8,7902.6,7938.8,12742.8,10835.3,12554.1,11346.7,12670.8,12668.7,10571.8,12681.3,2479.1,4464.4,8060.8,11704.4,10717.5,3933.7,8267.2,12293.9,11349.9,10580.8,0.0,11290.8,7138.3,11353.4,7456.0,11918.2,13044.3,11880.2,10468.0,6862.8,7567.2,11408.9,11885.6,11300.1,11319.9,11149.6,4465.7,11358.8,10060.1,11351.8,11313.6,4554.0,10461.4,8057.6,11077.0,10569.2,11712.4,12108.8,7480.2,11340.4,11373.6,4569.1,7202.6,10692.8,11565.2,12270.0,4496.8,4507.2,11378.1,11357.0,3809.9,7511.1,4522.8,7374.6,11377.8,11358.4,11372.5,7176.9,12169.5,6068.2,8288.6,8874.2,5713.0,7807.1,621.8,13179.6,12071.0,12405.8,1669.4,11336.4,7487.4,7023.4,11255.0,11794.7,7022.3,11722.6,11577.4,11176.2,10558.1,3581.7,11152.6,11109.3,10577.9,11221.0,10477.8,10008.3,7136.3,7455.3,11631.8,11339.9,6827.5,10633.5,11395.9,10662.1,13758.4,4492.0,11050.1,10581.0,7495.8,5434.3,8100.5,10896.9,10584.5,11351.8,1154.0,11375.7,13072.2,3815.1,7161.0,9342.0,11470.9,11383.6,7473.4,4526.3,7448.3,11368.3,11330.3,14741.0,11342.5,10010.7,10121.3,12184.2,2882.8,7938.3,6588.8,7273.8,10694.7,4216.0,10532.6,7323.1,9965.3,12974.8,14045.1,7531.4,13076.5,8720.3,7005.6,10781.0,10465.0,12120.1,7504.3,12278.6,10007.4,10096.7,7155.8,12302.5,7563.0,11373.8,3811.0,7498.5,13827.5,13867.7,11314.1,11312.5,11339.3,11441.6
